setor;Interessado;Paginas;Data;Arquivo
SEFAZ - RECEITA;PROCESSO Nº 0165432022-6;6;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0165372022-0;6;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0165362022-6;6;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0160872022-5;11;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0147522022-7;9;2026-07-10;
SEFAZ - RECEITA;0287452026-8#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0352922026-4#DUBAI AUTOMOVEIS LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;13;2026-07-10;
SEFAZ - RECEITA;0352842026-0#PRISCILA PIRES VILHENA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;13;2026-07-10;
SEFAZ - RECEITA;0351432026-8#VALBER SANTOS FONSECA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0291442026-9#LIVIA SICCU NASCIMENTO SALES#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;14;2026-07-10;
SEFAZ - RECEITA;8935132025-1#BRASIL NORTE BEBIDAS S.A#COPIA DO PROCESSO#PROCESSO;21;2026-07-10;
SEFAZ - RECEITA;9170152025-7#BRASIL NORTE BEBIDAS S.A#COPIA DO PROCESSO#PROCESSO;21;2026-07-10;
SEFAZ - RECEITA;9170112025-9#BRASIL NORTE BEBIDAS S.A#COPIA DO PROCESSO#PROCESSO;20;2026-07-10;
SEFAZ - RECEITA;9230042025-2#BRASIL NORTE BEBIDAS S.A#COPIA DO PROCESSO#PROCESSO;13;2026-07-10;
SEFAZ - RECEITA;0596512026-5#SHEILA DA CONCEIÇAO SILVA RODRIGUES#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0597652026-0#COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E DO PARNAIBA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;63;2026-07-10;
SEFAZ - RECEITA;0597682026-3#COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E DO PARNAIBA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;65;2026-07-10;
SEFAZ - RECEITA;0597742026-9#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0595782026-1#EVANDRO FAVACHO DE ALMEIDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;18;2026-07-10;
SEFAZ - RECEITA;0574432026-1#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0572052026-0#IVANILDO BERNANEY BARRETO DIAS#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0715752026-5#LUCAS MACIEL PICANÇO#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;14;2026-07-10;
SEFAZ - RECEITA;0735712026-0#ADALTO SOARES FERREIRA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;15;2026-07-10;
SEFAZ - RECEITA;0735702026-6#JEZIEL DE SOUSA LOPES#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;15;2026-07-10;
SEFAZ - RECEITA;0741012026-6#AMANDA SOUSA MACHADO#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;12;2026-07-10;
SEFAZ - RECEITA;0761602026-7#J. DA SILVA F. ROCHA LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;15;2026-07-10;
SEFAZ - RECEITA;0737872026-7#J B LAJES PGTU LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;18;2026-07-10;
SEFAZ - RECEITA;0621142026-9#LETICIA MARTINS GOMES#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0619942026-8#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0620422026-8#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0620452026-1#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0597072026-7#LUZIEL DOS REIS NASCIMENTO#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0911372026-0#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0911362026-6#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0911332026-2#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0911322026-8#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0911292026-6#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0911282026-1#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0911132026-5#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0907882026-8#FRANCISCO ALVES DE BRITO#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0908162026-6#A E SIMOES AROUCHE LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0907722026-7#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0907712026-2#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0907762026-5#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0907782026-4#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0907792026-9#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0907802026-1#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0910982026-4#CASSIO ALMEIDA QUARESMA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;14;2026-07-10;
SEFAZ - RECEITA;0911082026-4#ATACADAO DA OBRA LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;21;2026-07-10;
SEFAZ - RECEITA;0904372026-7#JO SOUZA DA SILVA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;13;2026-07-10;
SEFAZ - RECEITA;0904922026-6#AYMORE CREDITO FINANCIAMENTO E INVESTIMENTOS S.A#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;19;2026-07-10;
SEFAZ - RECEITA;0904862026-0#RITA ALVES DE QUEIROZ#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0904632026-0#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0904602026-6#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0911592026-7#DULCIRENE DE SOUZA BORGES#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;13;2026-07-10;
SEFAZ - RECEITA;0911492026-3#ANTONIO LUCIANO ALVES ASSUNÇAO#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;14;2026-07-10;
SEFAZ - RECEITA;0911742026-1#EDILSON SILVA BOAVENTURA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;11;2026-07-10;
SEFAZ - RECEITA;0911752026-6#JOAO MARTINS DARMACIO#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;13;2026-07-10;
SEFAZ - RECEITA;0911762026-0#LAVOISIER VIGARIO DE MELO#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0912092026-1#SONIA MARIA DAS NEVES FURTADO#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0916082026-8#WANDER LUIZ SOUZA PEREIRA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;14;2026-07-10;
SEFAZ - RECEITA;0916312026-7#KARLISON HUMBERTO DA SILVA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0916662026-0#ROSEMARY SOUZA DE ALMEIDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;15;2026-07-10;
SEFAZ - RECEITA;0765482026-7#FRANCISCO MARTINS DE SOUZA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;12;2026-07-10;
SEFAZ - RECEITA;0739892026-1#MARCOS VINICIUS MARTINS GOMES#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;20;2026-07-10;
SEFAZ - RECEITA;0739872026-2#RONATHAN MAIA DE DEUS#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;20;2026-07-10;
SEFAZ - RECEITA;0739832026-4#JARDEL COUTINHO BARBOZA COSTA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;17;2026-07-10;
SEFAZ - RECEITA;0739822026-0#EDNA DE OLIVEIRA GOMES MACIEL#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;17;2026-07-10;
SEFAZ - RECEITA;0737892026-6#CELINA MARIA RIBEIRO DE FARIAS AUGUSTIN#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0740132026-6#AILANA BIANCA DE SOUZA SANTANA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;12;2026-07-10;
SEFAZ - RECEITA;0761652026-0#BANCO PAN S.A#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;17;2026-07-10;
SEFAZ - RECEITA;0762162026-9#BANCO PAN S.A#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;17;2026-07-10;
SEFAZ - RECEITA;0646782026-6#ALVARO J DE SOUSA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;16;2026-07-10;
SEFAZ - RECEITA;0645632026-7#CARLOS PONTE GOMES#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0646182026-4#DORIVANA BARBOSA ALVES#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;6;2026-07-10;
SEFAZ - RECEITA;0715722026-1#VALMIR FERREIRA SARGES#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;12;2026-07-10;
SEFAZ - RECEITA;0812242026-5#ANDRE AUGUSTO LOPES DE AGUIAR#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;16;2026-07-10;
SEFAZ - RECEITA;0814262026-0#SEBASTIAO MIRANDA NETO-ME#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;20;2026-07-10;
SEFAZ - RECEITA;0814242026-0#GOIAS SERVIÇOS E CONSTRUÇAO LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;16;2026-07-10;
SEFAZ - RECEITA;0810302026-5#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0810292026-2#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0810322026-4#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0812352026-3#HERON DE SOUZA MOURA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0787512026-8#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;11;2026-07-10;
SEFAZ - RECEITA;0787502026-3#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0787472026-1#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;11;2026-07-10;
SEFAZ - RECEITA;0787442026-8#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;11;2026-07-10;
SEFAZ - RECEITA;0787492026-0#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;11;2026-07-10;
SEFAZ - RECEITA;0787452026-2#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;11;2026-07-10;
SEFAZ - RECEITA;0762892026-8#MARCELINO DE SOUZA PEREIRA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0106682026-0#MONACOMOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0105942026-0#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0105362026-8#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0105352026-3#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0105332026-4#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0105312026-5#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0105302026-0#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0105272026-9#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0287222026-7#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;19;2026-07-10;
SEFAZ - RECEITA;0287242026-6#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0288092026-4#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0288582026-8#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0288592026-2#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0288602026-5#CONQUISTA MOTOS E MOTORES LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0102432026-0#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;10;2026-07-10;
SEFAZ - RECEITA;0102902026-4#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0103752026-2#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0102452026-9#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0103862026-0#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0103812026-8#MONACIO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0103882026-0#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0103892026-4#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0104352026-0#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0105012026-4#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0105212026-1#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0105242026-5#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0107422026-9#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;8;2026-07-10;
SEFAZ - RECEITA;0102462026-3#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0103782026-6#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0103802026-3#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0103302026-5#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0106702026-8#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0294452026-1#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;15;2026-07-10;
SEFAZ - RECEITA;0293062026-9#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;9;2026-07-10;
SEFAZ - RECEITA;0293072026-3#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0293492026-7#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0294102026-8#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0294402026-9#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0294442026-7#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0291512026-9#VINHOS & CO LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;12;2026-07-10;
SEFAZ - RECEITA;0291452026-3#DAISE SANTOS TUPUNAMBA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;13;2026-07-10;
SEFAZ - RECEITA;0290092026-4#MARCOS PAULO DOS SANTOS SILVA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0105252026-0#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;0105392026-1#MONACO MOTOCENTER LAGOA COMERCIAL LTDA#AUTORIZAÇAO SAIDA VEICULO#PROCESSO;7;2026-07-10;
SEFAZ - RECEITA;OFICIO 001-2020-TREVO;116;2026-07-10;
SEFAZ - RECEITA;DESPACHO-GTRAN-COFIS SEFAZ;3;2026-07-10;
SEFAZ - RECEITA;MEMORANDO Nº 010-2020-SEFAZ-COFIS-NUFAT;2;2026-07-10;
SEFAZ - RECEITA;INFORMAÇAO FISCAL Nº 2020 NUFAT 0010;3;2026-07-10;
SEFAZ - RECEITA;MEMORANDO CIRCULAR Nº 027-2019-SEFAZ-SAREC;1;2026-07-10;
SEFAZ - RECEITA;MEMORANDO 01-2020 GTRAN-COFIS;2;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0113912020-4;10;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0015452021-7;13;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0008702020-3;14;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0013342020-5;9;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0014622020-0;13;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0113382020-4;28;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0037552020-1;5;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0022022020-4;7;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0006452020-0;17;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0054512016-0;41;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0144852020-7;90;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0113392020-9;49;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0113362020-5;33;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0091942020-6;12;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0023982020-7;6;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0023992020-1;6;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0024162020-1;13;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0025152020-0;5;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0025832020-6;9;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0027192020-3;15;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0028122020-4;25;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0031712020-4;55;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0032902020-0;32;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0033302020-0;13;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0033702020-5;42;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0003392020-6;7;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0022072020-7;8;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0003432020-2;27;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0003402020-9;27;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0005692020-2;8;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0006442020-5;9;2026-07-10;
SEFAZ - RECEITA;PORTARIA Nº 007-2019-GAB-SEFAZ;7;2026-07-10;
SEFAZ - RECEITA;ORDEM DE SERVIÇO 010-2019-COTRI-SEFAZ;3;2026-07-10;
SEFAZ - RECEITA;MEMORANDO CIRCULAR Nº 004-2019-SEFAZ-SARE;3;2026-07-10;
SEFAZ - RECEITA;PORTARIA SEFAZ Nº 488 DE 29 DE MARÇO DE 2019;8;2026-07-10;
SEFAZ - RECEITA;MEMORANDO 143-2019-COFIS;4;2026-07-10;
SEFAZ - RECEITA;PORTARIA Nº 325-2013-GABIN;6;2026-07-10;
SEFAZ - RECEITA;PORTARIA SF Nº 117 DE 26.06.2015;5;2026-07-10;
SEFAZ - RECEITA;TERMO DE APREENSAO- RODRIGUES & OLIVEIRA COMERCIO VAREJISTA DE PESCADO LTDA-ME;6;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0108702020-4;6;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0095952022-8;10;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0094972022-4;6;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0094982022-9;6;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0094992022-3;6;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0095002022-2;6;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0095012022-7;8;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0094612022-6;16;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0098452022-8;16;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0098472022-7;16;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0098422022-4;16;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0098482022-1;16;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0098462022-2;16;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0095972022-7;10;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0096012022-0;9;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0097222022-4;10;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0097212022-0;11;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0097202022-5;10;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0097182022-8;10;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0098372022-3;17;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0098402022-5;17;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0098502022-9;17;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0098392022-2;16;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0098412022-0;16;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0098432022-9;16;2026-07-10;
SEFAZ - RECEITA;PROCESSO Nº 0096362022-3;10;2026-07-10;
